year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,2,3,620,635,-15,1016,934,42,B6,983,N804JB,LGA,TPA,146,1010,6,35,2013-02-03T11:00:00Z
2013,1,29,1033,1042,-9,1158,1206,-8,EV,4222,N14542,EWR,MKE,126,725,10,42,2013-01-29T15:00:00Z
2013,5,8,1436,1409,27,1525,1517,8,B6,1180,N183JB,EWR,BOS,34,200,14,9,2013-05-08T18:00:00Z
2013,4,16,1419,1345,34,1536,1505,31,WN,2226,N246LV,LGA,MDW,118,725,13,45,2013-04-16T17:00:00Z
2013,7,16,722,725,-3,951,1010,-19,AA,1815,N3CLAA,JFK,MCO,125,944,7,25,2013-07-16T11:00:00Z
2013,7,19,917,920,-3,1140,1210,-30,AA,1223,N599AA,EWR,DFW,170,1372,9,20,2013-07-19T13:00:00Z
2013,1,27,1725,1730,-5,2005,1957,8,F9,837,N205FR,LGA,DEN,240,1620,17,30,2013-01-27T22:00:00Z
2013,10,14,1332,1330,2,1610,1612,-2,B6,927,N591JB,EWR,MCO,123,937,13,30,2013-10-14T17:00:00Z
2013,1,27,1524,1530,-6,1717,1725,-8,MQ,4146,N922MQ,JFK,CMH,83,483,15,30,2013-01-27T20:00:00Z
2013,8,5,1414,1317,57,1613,1528,45,EV,4304,N14117,EWR,MSY,155,1167,13,17,2013-08-05T17:00:00Z
2013,6,14,751,800,-9,1002,1013,-11,EV,4407,N10156,EWR,OMA,167,1134,8,0,2013-06-14T12:00:00Z
2013,9,9,1647,1655,-8,1820,1845,-25,AA,2223,N4WTAA,LGA,STL,122,888,16,55,2013-09-09T20:00:00Z
2013,10,30,1725,1730,-5,1905,1926,-21,US,687,N648AW,EWR,CLT,76,529,17,30,2013-10-30T21:00:00Z
2013,4,4,2049,2055,-6,2205,2230,-25,AA,371,N496AA,LGA,ORD,114,733,20,55,2013-04-05T00:00:00Z
2013,4,19,956,1000,-4,1237,1253,-16,UA,517,N453UA,EWR,TPA,142,997,10,0,2013-04-19T14:00:00Z
2013,11,2,1420,1420,0,1648,1705,-17,UA,1232,N75429,EWR,IAH,195,1400,14,20,2013-11-02T18:00:00Z
2013,11,21,1709,1710,-1,1855,1911,-16,B6,1119,N348JB,JFK,CLT,87,541,17,10,2013-11-21T22:00:00Z
2013,7,25,2159,1930,149,2315,2105,130,EV,4191,N14950,EWR,BNA,108,748,19,30,2013-07-25T23:00:00Z
2013,8,11,900,901,-1,1158,1204,-6,B6,63,N665JB,JFK,SEA,325,2422,9,1,2013-08-11T13:00:00Z
2013,10,20,1300,1305,-5,1606,1610,-4,UA,482,N470UA,EWR,FLL,159,1065,13,5,2013-10-20T17:00:00Z
2013,12,6,1815,1815,0,2205,2157,8,DL,426,N155DL,JFK,LAX,386,2475,18,15,2013-12-06T23:00:00Z
2013,7,11,1413,1415,-2,1621,1629,-8,DL,673,N302DQ,EWR,ATL,109,746,14,15,2013-07-11T18:00:00Z
2013,4,24,703,709,-6,1023,1016,7,UA,1665,N76508,EWR,LAX,361,2454,7,9,2013-04-24T11:00:00Z
2013,6,3,1550,1555,-5,1824,1849,-25,DL,161,N384DA,JFK,LAS,299,2248,15,55,2013-06-03T19:00:00Z
2013,5,6,1732,1729,3,2021,2110,-49,VX,193,N622VA,EWR,SFO,319,2565,17,29,2013-05-06T21:00:00Z
2013,9,17,818,820,-2,1205,1230,-25,AA,1357,N5FJAA,JFK,SJU,202,1598,8,20,2013-09-17T12:00:00Z
2013,5,14,1826,1825,1,2152,2150,2,UA,346,N840UA,EWR,LAX,314,2454,18,25,2013-05-14T22:00:00Z
2013,6,2,912,915,-3,1211,1234,-23,DL,2379,N372NW,LGA,FLL,142,1076,9,15,2013-06-02T13:00:00Z
2013,10,20,1351,1350,1,1514,1526,-12,EV,5181,N754EV,LGA,MSN,123,812,13,50,2013-10-20T17:00:00Z
2013,9,9,1022,1030,-8,1310,1340,-30,VX,187,N631VA,EWR,SFO,330,2565,10,30,2013-09-09T14:00:00Z
2013,12,18,NA,703,NA,NA,914,NA,EV,4155,N14174,EWR,GRR,NA,605,7,3,2013-12-18T12:00:00Z
2013,12,26,1501,1456,5,1705,1646,19,EV,4596,N16559,EWR,STL,155,872,14,56,2013-12-26T19:00:00Z
2013,5,6,1433,1433,0,1627,1629,-2,EV,4558,N17115,EWR,CHS,99,628,14,33,2013-05-06T18:00:00Z
2013,10,3,1307,1310,-3,1531,1530,1,FL,348,N955AT,LGA,ATL,110,762,13,10,2013-10-03T17:00:00Z
2013,11,5,803,805,-2,1031,1027,4,EV,4407,N23139,EWR,OMA,186,1134,8,5,2013-11-05T13:00:00Z
2013,2,17,1351,1320,31,1647,1625,22,B6,377,N709JB,LGA,FLL,148,1076,13,20,2013-02-17T18:00:00Z
2013,5,8,1759,1715,44,1851,1829,22,B6,1176,N258JB,EWR,BOS,34,200,17,15,2013-05-08T21:00:00Z
2013,6,10,635,645,-10,947,946,1,B6,135,N527JB,JFK,RSW,164,1074,6,45,2013-06-10T10:00:00Z
2013,6,4,1825,1830,-5,2142,2200,-18,AA,119,N3EJAA,EWR,LAX,332,2454,18,30,2013-06-04T22:00:00Z
2013,12,27,1353,1250,63,1523,1433,50,9E,3357,N296PQ,LGA,BNA,123,764,12,50,2013-12-27T17:00:00Z
2013,6,23,1245,959,166,1401,1114,167,EV,5711,N828AS,JFK,IAD,44,228,9,59,2013-06-23T13:00:00Z
2013,12,8,1348,1355,-7,1518,1525,-7,WN,3,N441WN,LGA,MDW,134,725,13,55,2013-12-08T18:00:00Z
2013,1,17,1141,1152,-11,1255,1307,-12,EV,4349,N12564,EWR,ORF,63,284,11,52,2013-01-17T16:00:00Z
2013,11,7,804,810,-6,1049,1108,-19,DL,1109,N302NB,LGA,TPA,147,1010,8,10,2013-11-07T13:00:00Z
2013,1,1,608,600,8,807,735,32,MQ,3768,N9EAMQ,EWR,ORD,139,719,6,0,2013-01-01T11:00:00Z
2013,9,27,2011,2001,10,2228,2248,-20,B6,65,N807JB,JFK,ABQ,227,1826,20,1,2013-09-28T00:00:00Z
2013,8,30,842,847,-5,948,1017,-29,UA,654,N439UA,EWR,ORD,108,719,8,47,2013-08-30T12:00:00Z
2013,9,3,1057,1100,-3,1312,1339,-27,DL,1647,N680DA,LGA,ATL,105,762,11,0,2013-09-03T15:00:00Z
2013,2,3,902,905,-3,1105,1115,-10,MQ,4478,N722MQ,LGA,DTW,79,502,9,5,2013-02-03T14:00:00Z
2013,1,22,1728,1520,128,2105,1842,143,DL,2115,N309US,LGA,MIA,172,1096,15,20,2013-01-22T20:00:00Z
2013,1,16,1241,1240,1,1546,1555,-9,AA,2041,N5BTAA,JFK,MIA,160,1089,12,40,2013-01-16T17:00:00Z
2013,11,30,1722,1700,22,2001,2007,-6,UA,1714,N76519,LGA,IAH,203,1416,17,0,2013-11-30T22:00:00Z
2013,3,31,1436,1440,-4,1739,1743,-4,B6,347,N351JB,JFK,SRQ,156,1041,14,40,2013-03-31T18:00:00Z
2013,7,9,1716,1655,21,2047,1950,57,AA,1507,N557AA,EWR,DFW,171,1372,16,55,2013-07-09T20:00:00Z
2013,10,18,1148,1159,-11,1300,1309,-9,MQ,3386,N848MQ,JFK,DCA,51,213,11,59,2013-10-18T15:00:00Z
2013,8,6,1100,1103,-3,1339,1345,-6,UA,445,N585UA,EWR,LAX,313,2454,11,3,2013-08-06T15:00:00Z
2013,11,4,2031,2035,-4,2300,2340,-40,UA,374,N434UA,EWR,FLL,127,1065,20,35,2013-11-05T01:00:00Z
2013,1,23,619,625,-6,738,730,8,WN,3127,N475WN,EWR,BWI,34,169,6,25,2013-01-23T11:00:00Z
2013,8,25,1709,1635,34,1817,1801,16,EV,6167,N15572,EWR,ROC,44,246,16,35,2013-08-25T20:00:00Z
2013,5,13,1727,1629,58,1952,1939,13,AA,565,N3AVAA,JFK,DFW,176,1391,16,29,2013-05-13T20:00:00Z
2013,9,28,651,659,-8,925,1011,-46,UA,540,N493UA,EWR,RSW,139,1068,6,59,2013-09-28T10:00:00Z
2013,12,20,1253,1247,6,1351,1351,0,B6,1318,N203JB,JFK,BOS,38,187,12,47,2013-12-20T17:00:00Z
2013,5,17,2201,2130,31,45,17,28,B6,383,N640JB,LGA,FLL,142,1076,21,30,2013-05-18T01:00:00Z
2013,8,28,1839,1700,99,2126,1955,91,AA,523,N3BFAA,JFK,IAH,184,1417,17,0,2013-08-28T21:00:00Z
2013,7,9,817,704,73,1057,1004,53,UA,1103,N37471,EWR,PDX,321,2434,7,4,2013-07-09T11:00:00Z
2013,10,5,828,825,3,1101,1121,-20,UA,1593,N32404,EWR,MCO,130,937,8,25,2013-10-05T12:00:00Z
2013,5,19,2015,1915,60,2219,2110,69,EV,4278,N13908,EWR,CAE,84,602,19,15,2013-05-19T23:00:00Z
2013,7,12,559,600,-1,829,815,14,FL,345,N240AT,LGA,ATL,119,762,6,0,2013-07-12T10:00:00Z
2013,3,22,825,825,0,1016,1026,-10,US,487,N647AW,JFK,CLT,82,541,8,25,2013-03-22T12:00:00Z
2013,7,10,NA,1825,NA,NA,2046,NA,9E,3807,NA,EWR,CVG,NA,569,18,25,2013-07-10T22:00:00Z
2013,11,27,1934,1915,19,2104,2055,9,WN,3429,N969WN,LGA,MKE,104,738,19,15,2013-11-28T00:00:00Z
2013,12,29,2125,2109,16,27,25,2,UA,460,N402UA,EWR,FLL,161,1065,21,9,2013-12-30T02:00:00Z
2013,10,18,1811,1815,-4,2118,2135,-17,AA,1611,N3JUAA,LGA,MIA,160,1096,18,15,2013-10-18T22:00:00Z
2013,10,14,1706,1700,6,1943,2008,-25,DL,706,N371DA,JFK,AUS,199,1521,17,0,2013-10-14T21:00:00Z
2013,5,31,1152,1159,-7,1449,1459,-10,DL,1174,N981DL,LGA,PBI,148,1035,11,59,2013-05-31T15:00:00Z
2013,10,21,1039,1045,-6,1405,1359,6,DL,954,N319NB,LGA,FLL,169,1076,10,45,2013-10-21T14:00:00Z
2013,1,22,903,900,3,1101,1039,22,UA,544,N490UA,LGA,ORD,123,733,9,0,2013-01-22T14:00:00Z
2013,9,1,1723,1659,24,1937,1919,18,DL,2042,N364NB,EWR,ATL,103,746,16,59,2013-09-01T20:00:00Z
2013,2,7,1333,1329,4,1635,1647,-12,UA,1164,N77296,EWR,FLL,157,1065,13,29,2013-02-07T18:00:00Z
2013,6,15,1507,1444,23,1917,1844,33,B6,705,N529JB,JFK,SJU,208,1598,14,44,2013-06-15T18:00:00Z
2013,10,18,1210,1210,0,1344,1330,14,MQ,3461,N518MQ,LGA,BNA,122,764,12,10,2013-10-18T16:00:00Z
2013,9,19,1919,1850,29,2258,2220,38,VX,29,N637VA,JFK,SFO,342,2586,18,50,2013-09-19T22:00:00Z
2013,10,25,746,747,-1,1134,1139,-5,UA,1216,N75432,EWR,SJU,211,1608,7,47,2013-10-25T11:00:00Z
2013,12,31,1450,1455,-5,1627,1650,-23,MQ,3359,N802MQ,JFK,RDU,75,427,14,55,2013-12-31T19:00:00Z
2013,7,30,1457,1459,-2,1615,1620,-5,UA,236,N843UA,EWR,BOS,49,200,14,59,2013-07-30T18:00:00Z
2013,12,23,1458,1510,-12,1800,1835,-35,AA,1327,N3JVAA,LGA,PBI,157,1035,15,10,2013-12-23T20:00:00Z
2013,5,21,1738,1700,38,1850,1837,13,UA,689,N585UA,LGA,ORD,106,733,17,0,2013-05-21T21:00:00Z
2013,4,17,1224,1231,-7,1436,1441,-5,EV,4567,N12126,EWR,MCI,167,1092,12,31,2013-04-17T16:00:00Z
2013,5,14,657,700,-3,959,1016,-17,DL,1415,N3738B,JFK,SLC,274,1990,7,0,2013-05-14T11:00:00Z
2013,4,28,1554,1600,-6,1722,1748,-26,9E,3459,N937XJ,JFK,BNA,112,765,16,0,2013-04-28T20:00:00Z
2013,2,14,2052,2100,-8,2148,2207,-19,US,2144,N945UW,LGA,BOS,38,184,21,0,2013-02-15T02:00:00Z
2013,8,29,644,630,14,924,924,0,B6,929,N531JB,JFK,RSW,141,1074,6,30,2013-08-29T10:00:00Z
2013,1,28,953,1000,-7,1340,1341,-1,DL,1765,N704X,JFK,SFO,388,2586,10,0,2013-01-28T15:00:00Z
2013,8,6,626,630,-4,829,845,-16,DL,575,N309DE,EWR,ATL,101,746,6,30,2013-08-06T10:00:00Z
2013,3,3,1353,1354,-1,1653,1704,-11,UA,339,N465UA,EWR,FLL,160,1065,13,54,2013-03-03T18:00:00Z
2013,5,10,637,640,-3,758,806,-8,EV,3853,N13955,EWR,PIT,58,319,6,40,2013-05-10T10:00:00Z
2013,2,17,1744,1745,-1,2035,2055,-20,AA,785,N3BWAA,LGA,DFW,196,1389,17,45,2013-02-17T22:00:00Z
2013,5,23,1209,1210,-1,1506,1510,-4,B6,143,N505JB,JFK,RSW,156,1074,12,10,2013-05-23T16:00:00Z
2013,2,8,612,610,2,902,910,-8,AA,1895,N5DLAA,EWR,MIA,151,1085,6,10,2013-02-08T11:00:00Z
2013,5,8,1455,1500,-5,1635,1640,-5,MQ,4333,N925MQ,JFK,PIT,60,340,15,0,2013-05-08T19:00:00Z
2013,8,6,1540,1545,-5,1747,1806,-19,DL,1942,N306DQ,EWR,ATL,101,746,15,45,2013-08-06T19:00:00Z
2013,2,26,554,600,-6,721,715,6,EV,5716,N828AS,JFK,IAD,51,228,6,0,2013-02-26T11:00:00Z
2013,11,15,2030,2030,0,2140,2205,-25,WN,3494,N957WN,EWR,MDW,107,711,20,30,2013-11-16T01:00:00Z
2013,11,5,609,615,-6,823,817,6,US,1899,N556UW,JFK,CLT,100,541,6,15,2013-11-05T11:00:00Z
2013,6,9,1554,1555,-1,1729,1749,-20,B6,915,N279JB,JFK,ORD,119,740,15,55,2013-06-09T19:00:00Z
2013,3,26,822,824,-2,1000,1014,-14,EV,4096,N29917,EWR,RDU,66,416,8,24,2013-03-26T12:00:00Z
2013,7,1,2210,2129,41,2300,2235,25,EV,4276,N24128,EWR,BDL,28,116,21,29,2013-07-02T01:00:00Z
2013,4,30,1511,1500,11,1700,1653,7,US,720,N459UW,EWR,CLT,74,529,15,0,2013-04-30T19:00:00Z
2013,4,22,1650,1605,45,1919,1852,27,DL,539,N376DA,JFK,DEN,241,1626,16,5,2013-04-22T20:00:00Z
2013,1,21,901,855,6,1239,1217,22,B6,1061,N266JB,JFK,AUS,256,1521,8,55,2013-01-21T13:00:00Z
2013,8,28,2353,2359,-6,415,344,31,B6,1503,N655JB,JFK,SJU,202,1598,23,59,2013-08-29T03:00:00Z
2013,8,30,1732,1735,-3,2044,1944,60,EV,4113,N14904,EWR,IND,93,645,17,35,2013-08-30T21:00:00Z
2013,9,26,1049,1053,-4,1211,1228,-17,EV,3828,N16919,EWR,RDU,69,416,10,53,2013-09-26T14:00:00Z
2013,5,2,1305,1309,-4,1412,1424,-12,B6,604,N258JB,JFK,PWM,48,273,13,9,2013-05-02T17:00:00Z
2013,7,2,2157,2025,92,2319,2156,83,B6,686,N337JB,JFK,ROC,46,264,20,25,2013-07-03T00:00:00Z
2013,3,28,1222,820,242,1403,1017,226,EV,4691,N12540,EWR,DAY,78,533,8,20,2013-03-28T12:00:00Z
2013,7,3,1352,1339,13,1509,1457,12,EV,4633,N13979,EWR,BTV,47,266,13,39,2013-07-03T17:00:00Z
2013,6,8,1148,1200,-12,1240,1309,-29,US,2126,N944UW,LGA,BOS,33,184,12,0,2013-06-08T16:00:00Z
2013,7,7,913,847,26,1154,1145,9,UA,217,N587UA,EWR,SEA,317,2402,8,47,2013-07-07T12:00:00Z
2013,12,24,628,630,-2,1012,1018,-6,US,761,N560UW,JFK,PHX,315,2153,6,30,2013-12-24T11:00:00Z
2013,10,22,1607,1613,-6,1712,1730,-18,EV,3824,N21537,EWR,IAD,48,212,16,13,2013-10-22T20:00:00Z
2013,5,3,1905,1910,-5,2031,2045,-14,9E,3413,N602LR,JFK,BWI,36,184,19,10,2013-05-03T23:00:00Z
2013,8,8,854,900,-6,1038,1016,22,US,2140,N965UW,LGA,BOS,47,184,9,0,2013-08-08T13:00:00Z
2013,2,15,1335,1300,35,1455,1440,15,AA,329,N4YFAA,LGA,ORD,117,733,13,0,2013-02-15T18:00:00Z
2013,1,8,1307,959,188,1426,1122,184,EV,5736,N826AS,LGA,IAD,43,229,9,59,2013-01-08T14:00:00Z
2013,7,10,133,1800,453,455,2130,445,B6,415,N641JB,JFK,SFO,345,2586,18,0,2013-07-10T22:00:00Z
2013,3,30,2249,2250,-1,2353,5,-12,B6,30,N354JB,JFK,ROC,49,264,22,50,2013-03-31T02:00:00Z
2013,5,3,804,807,-3,1047,1102,-15,UA,1474,N11206,EWR,DFW,186,1372,8,7,2013-05-03T12:00:00Z
2013,3,15,2033,2035,-2,2315,2341,-26,UA,1299,N75433,EWR,RSW,141,1068,20,35,2013-03-16T00:00:00Z
2013,3,24,1752,1745,7,1931,1929,2,B6,1185,N228JB,JFK,RDU,78,427,17,45,2013-03-24T21:00:00Z
2013,11,14,1206,1200,6,1309,1308,1,B6,316,N281JB,JFK,SYR,43,209,12,0,2013-11-14T17:00:00Z
2013,11,17,957,815,102,1113,952,81,9E,2906,N923XJ,JFK,BUF,56,301,8,15,2013-11-17T13:00:00Z
2013,3,6,758,805,-7,1102,1106,-4,DL,2395,N364NW,LGA,PBI,152,1035,8,5,2013-03-06T13:00:00Z
2013,4,14,2103,1729,214,103,2105,238,VX,193,N529VA,EWR,SFO,391,2565,17,29,2013-04-14T21:00:00Z
2013,5,11,627,630,-3,846,843,3,DL,575,N344NB,EWR,ATL,117,746,6,30,2013-05-11T10:00:00Z
2013,4,1,2251,1929,202,107,2157,190,EV,5181,N691CA,EWR,ATL,114,746,19,29,2013-04-01T23:00:00Z
2013,8,22,653,651,2,848,905,-17,UA,343,N585UA,LGA,DEN,210,1620,6,51,2013-08-22T10:00:00Z
2013,6,2,758,800,-2,953,1009,-16,DL,2137,N373NW,JFK,DTW,80,509,8,0,2013-06-02T12:00:00Z
2013,9,5,1556,1600,-4,1857,1852,5,DL,2459,N3744F,JFK,MCO,124,944,16,0,2013-09-05T20:00:00Z
2013,8,15,1454,1444,10,1657,1642,15,EV,4572,N13964,EWR,GSP,102,594,14,44,2013-08-15T18:00:00Z
2013,12,21,1303,1245,18,1610,1603,7,DL,2450,N968DL,LGA,FLL,150,1076,12,45,2013-12-21T17:00:00Z
2013,11,7,2328,2100,148,38,2239,119,EV,5048,N730EV,LGA,RIC,54,292,21,0,2013-11-08T02:00:00Z
2013,12,26,733,740,-7,945,959,-14,9E,2916,N934XJ,JFK,DTW,91,509,7,40,2013-12-26T12:00:00Z
2013,8,17,1319,1330,-11,1642,1638,4,B6,431,N519JB,LGA,SRQ,166,1047,13,30,2013-08-17T17:00:00Z
2013,2,14,819,824,-5,1025,1034,-9,EV,4357,N14568,EWR,CVG,101,569,8,24,2013-02-14T13:00:00Z
2013,12,21,1843,1815,28,2147,2135,12,AA,1611,N3DJAA,LGA,MIA,150,1096,18,15,2013-12-21T23:00:00Z
2013,5,13,838,845,-7,1032,1047,-15,US,1429,N770UW,LGA,CLT,90,544,8,45,2013-05-13T12:00:00Z
2013,6,29,1828,1830,-2,1952,1955,-3,MQ,3486,N725MQ,LGA,BNA,118,764,18,30,2013-06-29T22:00:00Z
2013,10,27,800,800,0,934,933,1,UA,449,N837UA,LGA,ORD,112,733,8,0,2013-10-27T12:00:00Z
2013,3,25,1630,1540,50,1955,1904,51,DL,2027,N372NW,JFK,FLL,174,1069,15,40,2013-03-25T19:00:00Z
2013,7,24,722,655,27,954,938,16,B6,453,N583JB,JFK,PBI,132,1028,6,55,2013-07-24T10:00:00Z
2013,8,29,2011,2017,-6,2148,2159,-11,UA,1464,N38727,EWR,CLE,68,404,20,17,2013-08-30T00:00:00Z
2013,10,11,850,900,-10,1140,1208,-28,B6,5,N536JB,EWR,FLL,142,1065,9,0,2013-10-11T13:00:00Z
2013,5,2,1007,1010,-3,1107,1125,-18,MQ,3795,N3AEMQ,EWR,ORD,107,719,10,10,2013-05-02T14:00:00Z
2013,9,23,1344,1345,-1,1529,1520,9,MQ,3305,N519MQ,LGA,RDU,65,431,13,45,2013-09-23T17:00:00Z
2013,5,7,2147,2030,77,2235,2150,45,WN,490,N600WN,EWR,MDW,93,711,20,30,2013-05-08T00:00:00Z
2013,12,27,907,905,2,1217,1221,-4,DL,1109,N917DE,LGA,TPA,160,1010,9,5,2013-12-27T14:00:00Z
2013,8,22,843,843,0,1103,1135,-32,UA,254,N467UA,LGA,IAH,179,1416,8,43,2013-08-22T12:00:00Z
2013,12,16,2101,2104,-3,2222,2221,1,EV,4119,N14162,EWR,RIC,57,277,21,4,2013-12-17T02:00:00Z
2013,5,23,NA,1650,NA,NA,1845,NA,WN,197,N478WN,LGA,STL,NA,888,16,50,2013-05-23T20:00:00Z
2013,9,4,1350,1350,0,1625,1643,-18,B6,1783,N526JB,JFK,MCO,130,944,13,50,2013-09-04T17:00:00Z
2013,4,8,1743,1745,-2,2041,2105,-24,DL,1394,N3758Y,JFK,PDX,332,2454,17,45,2013-04-08T21:00:00Z
2013,5,15,623,630,-7,830,820,10,MQ,4599,N520MQ,LGA,MSP,167,1020,6,30,2013-05-15T10:00:00Z
2013,7,19,1235,1240,-5,1515,1545,-30,UA,1186,N13110,EWR,MIA,144,1085,12,40,2013-07-19T16:00:00Z
2013,2,28,1758,1800,-2,1853,1915,-22,WN,475,N746SW,EWR,BWI,33,169,18,0,2013-02-28T23:00:00Z
2013,7,4,1305,1259,6,1448,1457,-9,US,1459,N171US,LGA,CLT,82,544,12,59,2013-07-04T16:00:00Z
2013,7,4,1153,1200,-7,1342,1354,-12,EV,4640,N13970,EWR,DAY,78,533,12,0,2013-07-04T16:00:00Z
2013,10,14,2049,2056,-7,2252,2316,-24,EV,4397,N34111,EWR,MSY,151,1167,20,56,2013-10-15T00:00:00Z
2013,8,4,1630,1630,0,1907,1930,-23,AA,881,N3HBAA,JFK,DFW,181,1391,16,30,2013-08-04T20:00:00Z
2013,7,13,2148,2119,29,8,2354,14,B6,527,N646JB,EWR,MCO,120,937,21,19,2013-07-14T01:00:00Z
2013,11,6,1812,1815,-3,2125,2146,-21,DL,426,N1200K,JFK,LAX,343,2475,18,15,2013-11-06T23:00:00Z
2013,7,13,738,745,-7,1003,959,4,DL,807,N340NB,EWR,ATL,113,746,7,45,2013-07-13T11:00:00Z
2013,12,18,637,637,0,833,814,19,EV,4594,N13124,EWR,RDU,64,416,6,37,2013-12-18T11:00:00Z
2013,12,6,1734,1650,44,2029,1920,69,WN,356,N217JC,LGA,DEN,265,1620,16,50,2013-12-06T21:00:00Z
2013,9,10,1828,1805,23,2100,2033,27,UA,485,N465UA,EWR,DEN,212,1605,18,5,2013-09-10T22:00:00Z
2013,5,14,2023,2030,-7,2137,2150,-13,WN,490,N925WN,EWR,MDW,105,711,20,30,2013-05-15T00:00:00Z
2013,9,27,1452,1455,-3,1744,1755,-11,DL,2181,N317NB,LGA,MCO,121,950,14,55,2013-09-27T18:00:00Z
2013,4,11,1751,1700,51,1909,1821,48,US,2183,N762US,LGA,DCA,50,214,17,0,2013-04-11T21:00:00Z
2013,2,17,1710,1700,10,1952,2025,-33,WN,430,N789SW,EWR,HOU,203,1411,17,0,2013-02-17T22:00:00Z
2013,12,26,1628,1600,28,1828,1804,24,9E,2933,N901XJ,JFK,RDU,71,427,16,0,2013-12-26T21:00:00Z
2013,7,6,808,815,-7,1006,1030,-24,DL,914,N674DL,LGA,DEN,210,1620,8,15,2013-07-06T12:00:00Z
2013,6,11,1655,1659,-4,1920,1959,-39,AA,1905,N586AA,EWR,DFW,175,1372,16,59,2013-06-11T20:00:00Z
2013,6,20,1148,1200,-12,1450,1507,-17,UA,580,N554UA,JFK,SFO,333,2586,12,0,2013-06-20T16:00:00Z
2013,8,20,1822,1825,-3,1944,2005,-21,MQ,3134,N501MQ,EWR,ORD,104,719,18,25,2013-08-20T22:00:00Z
2013,10,30,2017,2025,-8,2130,2140,-10,AA,2314,N3DHAA,JFK,BOS,34,187,20,25,2013-10-31T00:00:00Z
2013,3,16,905,908,-3,1231,1200,31,UA,486,N527UA,EWR,MTJ,288,1795,9,8,2013-03-16T13:00:00Z
2013,7,23,1912,1900,12,2324,2226,58,DL,2007,N3758Y,JFK,PDX,331,2454,19,0,2013-07-23T23:00:00Z
2013,2,7,1857,1850,7,2110,2055,15,US,1491,N183UW,LGA,CLT,101,544,18,50,2013-02-07T23:00:00Z
2013,3,29,613,615,-2,710,723,-13,B6,380,N339JB,EWR,BOS,38,200,6,15,2013-03-29T10:00:00Z
2013,6,12,1014,1013,1,1202,1215,-13,EV,4255,N14153,EWR,CHS,87,628,10,13,2013-06-12T14:00:00Z
2013,8,13,1455,1500,-5,1643,1653,-10,US,802,N155UW,EWR,CLT,82,529,15,0,2013-08-13T19:00:00Z
2013,7,24,920,920,0,1127,1133,-6,EV,4952,N723EV,LGA,CLT,83,544,9,20,2013-07-24T13:00:00Z
2013,9,21,1140,1145,-5,1446,1448,-2,DL,1174,N320NB,LGA,PBI,138,1035,11,45,2013-09-21T15:00:00Z
2013,9,22,2126,2137,-11,2400,27,-27,B6,1371,N657JB,LGA,FLL,137,1076,21,37,2013-09-23T01:00:00Z
2013,9,12,640,640,0,757,810,-13,WN,465,N715SW,LGA,MKE,116,738,6,40,2013-09-12T10:00:00Z
2013,8,1,554,559,-5,909,902,7,UA,1574,N76517,EWR,SFO,355,2565,5,59,2013-08-01T09:00:00Z
2013,11,23,1614,1620,-6,1813,1834,-21,DL,1619,N904DE,LGA,MSP,162,1020,16,20,2013-11-23T21:00:00Z
2013,10,15,1253,1259,-6,1522,1555,-33,UA,1280,N16732,LGA,IAH,188,1416,12,59,2013-10-15T16:00:00Z
2013,5,16,1456,1500,-4,1710,1652,18,US,802,N128UW,EWR,CLT,105,529,15,0,2013-05-16T19:00:00Z
2013,5,24,1429,1435,-6,1753,1754,-1,UA,434,N560UA,JFK,SFO,349,2586,14,35,2013-05-24T18:00:00Z
2013,6,11,2027,1955,32,2135,2116,19,EV,4969,N615QX,LGA,MHT,32,195,19,55,2013-06-11T23:00:00Z
2013,5,24,1215,1214,1,1508,1520,-12,UA,1644,N27733,EWR,SNA,327,2434,12,14,2013-05-24T16:00:00Z
2013,4,1,1423,1426,-3,1643,1653,-10,DL,1705,N343NW,LGA,MSY,182,1183,14,26,2013-04-01T18:00:00Z
2013,6,17,911,915,-4,1205,1210,-5,AA,1,N320AA,JFK,LAX,327,2475,9,15,2013-06-17T13:00:00Z
2013,4,11,1610,1610,0,1810,1800,10,AA,343,N526AA,LGA,ORD,120,733,16,10,2013-04-11T20:00:00Z
2013,3,6,NA,2100,NA,NA,32,NA,DL,2363,N707TW,JFK,LAX,NA,2475,21,0,2013-03-07T02:00:00Z
2013,10,15,1720,1700,20,1932,1855,37,AA,199,N3FAAA,JFK,ORD,122,740,17,0,2013-10-15T21:00:00Z
2013,7,16,1610,1615,-5,1831,1831,0,DL,1619,N904DE,LGA,MSP,145,1020,16,15,2013-07-16T20:00:00Z
2013,7,23,744,745,-1,912,915,-3,UA,1253,N13750,EWR,ORD,121,719,7,45,2013-07-23T11:00:00Z
2013,3,26,618,615,3,710,723,-13,B6,380,N197JB,EWR,BOS,38,200,6,15,2013-03-26T10:00:00Z
2013,5,15,1558,1600,-2,1703,1720,-17,AA,854,N3JNAA,JFK,BOS,46,187,16,0,2013-05-15T20:00:00Z
2013,7,8,932,935,-3,1205,1221,-16,B6,223,N618JB,JFK,LAX,307,2475,9,35,2013-07-08T13:00:00Z
2013,4,10,2053,1800,173,2305,1937,208,UA,1023,N14219,LGA,ORD,129,733,18,0,2013-04-10T22:00:00Z
